Year,Player,Age,Height,Weight,Birth_State,Birth_City,Collage,Team,Pos,Salary,G,GS,PTS,MP,PER,FTr,OWS,DWS,WS,VORP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
2017.0,Tristan Thompson,25.0,206.0,107.0,Canada,Toronto,University of Texas at Austin,CLE,C,16400000.0,78.0,78.0,630.0,2336.0,15.3,0.48700000000000004,5.0,2.3,7.3,2.1,262.0,437.0,0.0,3.0,262.0,434.0,106.0,213.0,287.0,429.0,716.0,77.0,39.0,84.0,64.0,176.0
2017.0,Nikola Vucevic,26.0,213.0,117.0,Switzerland,Morges,University of Southern California,ORL,C,12250000.0,75.0,55.0,1096.0,2163.0,19.1,0.155,0.8,3.2,4.0,1.7,483.0,1031.0,23.0,75.0,460.0,956.0,107.0,160.0,176.0,603.0,779.0,208.0,77.0,74.0,117.0,180.0
2017.0,Kemba Walker,26.0,203.0,95.0,Georgia,Roberta,University of Kentucky,CHO,PG,12000000.0,79.0,79.0,1830.0,2739.0,21.3,0.248,5.9,2.2,8.1,3.9,643.0,1449.0,240.0,602.0,403.0,847.0,304.0,359.0,45.0,263.0,308.0,435.0,85.0,22.0,168.0,119.0
2017.0,Derrick Williams,25.0,190.0,90.0,West Virginia,Parkersburg,University of Illinois at Urbana-Champaign,TOT,PF,104059.0,50.0,11.0,304.0,804.0,10.6,0.365,0.4,0.6,1.1,-0.4,108.0,244.0,30.0,97.0,78.0,147.0,58.0,89.0,19.0,111.0,130.0,28.0,14.0,7.0,28.0,60.0
2017.0,Derrick Williams,25.0,190.0,90.0,West Virginia,Parkersburg,University of Illinois at Urbana-Champaign,MIA,PF,104059.0,25.0,11.0,148.0,377.0,10.1,0.365,-0.1,0.4,0.3,-0.3,54.0,137.0,9.0,45.0,45.0,92.0,31.0,50.0,16.0,57.0,73.0,14.0,9.0,5.0,14.0,33.0
2017.0,Derrick Williams,25.0,190.0,90.0,West Virginia,Parkersburg,University of Illinois at Urbana-Champaign,CLE,PF,104059.0,25.0,0.0,156.0,427.0,11.1,0.364,0.6,0.2,0.8,-0.1,54.0,107.0,21.0,52.0,33.0,55.0,27.0,39.0,3.0,54.0,57.0,14.0,5.0,2.0,14.0,27.0
2017.0,Quincy Acy,26.0,201.0,108.0,Texas,Tyler,Baylor University,TOT,PF,1709538.0,38.0,1.0,222.0,558.0,11.8,0.353,0.5,0.5,0.9,-0.1,70.0,170.0,37.0,90.0,33.0,80.0,45.0,60.0,20.0,95.0,115.0,18.0,14.0,15.0,21.0,67.0
2017.0,Quincy Acy,26.0,201.0,108.0,Texas,Tyler,Baylor University,DAL,PF,1709538.0,6.0,0.0,13.0,48.0,-1.4,0.17600000000000002,-0.2,0.0,-0.1,-0.2,5.0,17.0,1.0,7.0,4.0,10.0,2.0,3.0,2.0,6.0,8.0,0.0,0.0,0.0,2.0,9.0
2017.0,Quincy Acy,26.0,201.0,108.0,Texas,Tyler,Baylor University,BRK,PF,1709538.0,32.0,1.0,209.0,510.0,13.1,0.373,0.6,0.5,1.1,0.0,65.0,153.0,36.0,83.0,29.0,70.0,43.0,57.0,18.0,89.0,107.0,18.0,14.0,15.0,19.0,58.0
2017.0,Harrison Barnes,24.0,190.0,92.0,Unknown,Unknown,Northeastern University,DAL,PF,23112004.0,79.0,79.0,1518.0,2803.0,16.3,0.22,2.5,2.1,4.6,0.1,599.0,1280.0,78.0,222.0,521.0,1058.0,242.0,281.0,94.0,303.0,397.0,117.0,66.0,15.0,102.0,128.0
2017.0,Will Barton,26.0,198.0,79.0,Maryland,Baltimore,University of Memphis,DEN,SG,3533333.0,60.0,19.0,820.0,1705.0,15.5,0.285,2.5,0.8,3.3,1.0,295.0,666.0,87.0,235.0,208.0,431.0,143.0,190.0,58.0,200.0,258.0,206.0,48.0,28.0,97.0,110.0
2017.0,Aron Baynes,30.0,208.0,117.0,New Zealand,Gisborne,Washington State University,DET,C,4328000.0,75.0,2.0,365.0,1163.0,13.1,0.337,1.4,1.5,3.0,0.1,143.0,279.0,0.0,0.0,143.0,279.0,79.0,94.0,111.0,222.0,333.0,32.0,17.0,39.0,50.0,166.0
2017.0,Kent Bazemore,27.0,196.0,91.0,North Carolina,Kelford,Old Dominion University,ATL,SF,16910113.0,73.0,64.0,801.0,1963.0,11.5,0.233,-0.6,2.8,2.1,0.6,295.0,721.0,92.0,266.0,203.0,455.0,119.0,168.0,45.0,186.0,231.0,177.0,91.0,52.0,125.0,165.0
2017.0,Bradley Beal,23.0,196.0,93.0,Missouri,St. Louis,University of Florida,WAS,SG,23775506.0,77.0,77.0,1779.0,2684.0,20.1,0.259,6.8,1.6,8.5,2.8,637.0,1322.0,223.0,552.0,414.0,770.0,282.0,342.0,53.0,186.0,239.0,267.0,83.0,21.0,157.0,169.0
2017.0,Patrick Beverley,28.0,185.0,83.0,Illinois,Chicago,University of Arkansas,HOU,SG,5513514.0,67.0,67.0,639.0,2058.0,13.0,0.175,2.9,2.4,5.3,2.2,228.0,543.0,110.0,288.0,118.0,255.0,73.0,95.0,95.0,299.0,394.0,281.0,99.0,25.0,100.0,222.0
2017.0,Jae Crowder,26.0,198.0,106.0,Georgia,Villa Rica,Marquette University,BOS,SF,6796117.0,72.0,72.0,999.0,2335.0,14.9,0.301,4.2,2.5,6.7,2.1,333.0,720.0,157.0,394.0,176.0,326.0,176.0,217.0,48.0,367.0,415.0,155.0,72.0,23.0,79.0,161.0
2017.0,Anthony Davis,23.0,206.0,97.0,California,Oakland,University of Texas at El Paso,NOP,C,23775506.0,75.0,75.0,2099.0,2708.0,27.5,0.424,5.9,5.1,11.0,3.9,770.0,1527.0,40.0,134.0,730.0,1393.0,519.0,647.0,174.0,712.0,886.0,157.0,94.0,167.0,181.0,168.0
2017.0,Andre Drummond,23.0,211.0,126.0,New York,Mount Vernon,University of Connecticut,DET,C,23775506.0,81.0,81.0,1105.0,2409.0,20.9,0.39,1.4,5.3,6.7,1.7,483.0,911.0,2.0,7.0,481.0,904.0,137.0,355.0,345.0,771.0,1116.0,89.0,124.0,89.0,152.0,237.0
2017.0,Evan Fournier,24.0,201.0,92.0,France,Saint-Maurice,Unknown,ORL,SG,17000000.0,68.0,66.0,1167.0,2234.0,13.9,0.298,1.7,1.1,2.8,0.4,408.0,930.0,128.0,360.0,280.0,570.0,223.0,277.0,44.0,165.0,209.0,202.0,66.0,4.0,141.0,180.0
2017.0,Draymond Green,26.0,201.0,104.0,Michigan,Saginaw,Michigan State University,GSW,PF,16400000.0,76.0,76.0,776.0,2471.0,16.5,0.32799999999999996,2.8,5.4,8.2,4.6,272.0,650.0,81.0,263.0,191.0,387.0,151.0,213.0,98.0,501.0,599.0,533.0,154.0,106.0,184.0,217.0
2017.0,Maurice Harkless,23.0,206.0,97.0,New York,Queens,St. John's University,POR,SF,10162922.0,77.0,69.0,773.0,2223.0,13.2,0.19899999999999998,2.4,1.9,4.2,1.5,314.0,624.0,68.0,194.0,246.0,430.0,77.0,124.0,125.0,216.0,341.0,89.0,85.0,70.0,85.0,214.0
2017.0,John Henson,26.0,211.0,103.0,North Carolina,Greensboro,University of North Carolina,MIL,C,11422536.0,58.0,39.0,392.0,1123.0,15.3,0.34600000000000003,1.1,1.6,2.7,0.5,159.0,309.0,0.0,1.0,159.0,308.0,74.0,107.0,92.0,203.0,295.0,57.0,29.0,78.0,53.0,151.0
2017.0,Justin Holiday,27.0,198.0,83.0,California,Mission Hills,University of Washington,NYK,SG,4615385.0,82.0,4.0,629.0,1639.0,12.7,0.149,1.3,1.2,2.5,0.4,233.0,538.0,97.0,273.0,136.0,265.0,66.0,80.0,27.0,198.0,225.0,102.0,65.0,31.0,66.0,109.0
2017.0,Terrence Jones,25.0,206.0,114.0,Oregon,Portland,University of Kentucky,TOT,PF,247285.0,54.0,12.0,584.0,1270.0,16.1,0.34600000000000003,0.4,1.9,2.3,0.2,231.0,491.0,19.0,75.0,212.0,416.0,103.0,170.0,65.0,241.0,306.0,58.0,40.0,54.0,48.0,67.0
2017.0,Terrence Jones,25.0,206.0,114.0,Oregon,Portland,University of Kentucky,NOP,PF,247285.0,51.0,12.0,584.0,1264.0,16.2,0.348,0.5,1.8,2.3,0.2,231.0,488.0,19.0,75.0,212.0,413.0,103.0,170.0,65.0,238.0,303.0,58.0,39.0,53.0,48.0,67.0
2017.0,Terrence Jones,25.0,206.0,114.0,Oregon,Portland,University of Kentucky,MIL,PF,247285.0,3.0,0.0,0.0,6.0,1.5,0.0,-0.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0
2017.0,Michael Kidd-Gilchrist,23.0,201.0,105.0,Pennsylvania,Philadelphia,University of Kentucky,CHO,SF,13000000.0,81.0,81.0,743.0,2349.0,14.3,0.314,2.7,3.1,5.8,1.3,295.0,618.0,1.0,9.0,294.0,609.0,152.0,194.0,156.0,409.0,565.0,114.0,81.0,77.0,56.0,187.0
2017.0,Jeremy Lamb,24.0,196.0,83.0,Virginia,Henrico Valley,University of Connecticut,CHO,SG,7000000.0,62.0,5.0,603.0,1143.0,17.0,0.263,1.4,1.3,2.7,0.1,226.0,491.0,41.0,146.0,185.0,345.0,110.0,129.0,30.0,234.0,264.0,75.0,27.0,23.0,40.0,98.0
2017.0,Meyers Leonard,24.0,216.0,111.0,Virginia,Woodbridge,University of Illinois at Urbana-Champaign,POR,PF,9904495.0,74.0,12.0,401.0,1222.0,8.9,0.106,0.5,0.8,1.4,-0.4,146.0,378.0,74.0,213.0,72.0,165.0,35.0,40.0,27.0,209.0,236.0,71.0,13.0,28.0,35.0,172.0
2017.0,Damian Lillard,26.0,190.0,88.0,California,Oakland,Weber State University,POR,PG,26153057.0,75.0,75.0,2024.0,2694.0,24.1,0.366,8.8,1.5,10.3,4.3,661.0,1488.0,214.0,578.0,447.0,910.0,488.0,545.0,46.0,322.0,368.0,439.0,68.0,20.0,197.0,152.0
2017.0,Khris Middleton,25.0,203.0,106.0,South Carolina,Charleston,Texas A&M University,MIL,SF,14100000.0,29.0,23.0,426.0,889.0,15.0,0.276,0.7,0.9,1.6,0.3,150.0,333.0,45.0,104.0,105.0,229.0,81.0,92.0,11.0,112.0,123.0,99.0,41.0,7.0,65.0,79.0
2017.0,Donatas Motiejunas,26.0,213.0,100.0,Lithuania,Kaunas,Unknown,NOP,PF,618212.0,34.0,0.0,150.0,479.0,9.2,0.355,-0.4,0.6,0.2,-0.1,57.0,138.0,11.0,47.0,46.0,91.0,25.0,49.0,26.0,75.0,101.0,34.0,18.0,11.0,31.0,55.0
2017.0,Andrew Nicholson,27.0,206.0,113.0,Canada,Mississauga,St. Bonaventure University,TOT,PF,2844429.0,38.0,0.0,100.0,342.0,5.9,0.126,-0.5,0.4,-0.1,-0.4,43.0,111.0,5.0,27.0,38.0,84.0,9.0,14.0,15.0,46.0,61.0,10.0,16.0,6.0,17.0,55.0
2017.0,Andrew Nicholson,27.0,206.0,113.0,Canada,Mississauga,St. Bonaventure University,WAS,PF,2844429.0,28.0,0.0,70.0,231.0,6.3,0.156,-0.3,0.3,-0.1,-0.2,30.0,77.0,3.0,16.0,27.0,61.0,7.0,12.0,11.0,23.0,34.0,7.0,11.0,6.0,11.0,37.0
2017.0,Andrew Nicholson,27.0,206.0,113.0,Canada,Mississauga,St. Bonaventure University,BRK,PF,2844429.0,10.0,0.0,30.0,111.0,5.0,0.059000000000000004,-0.2,0.1,-0.1,-0.2,13.0,34.0,2.0,11.0,11.0,23.0,2.0,2.0,4.0,23.0,27.0,3.0,5.0,0.0,6.0,18.0
2017.0,Kyle O'Quinn,26.0,208.0,113.0,New York,Flushing,Norfolk State University,NYK,C,4087500.0,79.0,8.0,496.0,1229.0,20.5,0.201,2.1,1.8,3.9,1.7,215.0,413.0,2.0,17.0,213.0,396.0,64.0,83.0,157.0,282.0,439.0,117.0,36.0,104.0,76.0,174.0
2017.0,Miles Plumlee,28.0,211.0,112.0,Indiana,Fort Wayne,Duke University,TOT,C,12500000.0,45.0,12.0,113.0,484.0,8.4,0.424,-0.1,0.5,0.5,-0.2,44.0,92.0,0.0,0.0,44.0,92.0,25.0,39.0,38.0,57.0,95.0,21.0,18.0,13.0,30.0,73.0
2017.0,Miles Plumlee,28.0,211.0,112.0,Indiana,Fort Wayne,Duke University,MIL,C,12500000.0,32.0,12.0,82.0,310.0,8.0,0.515,-0.2,0.3,0.1,-0.2,30.0,68.0,0.0,0.0,30.0,68.0,22.0,35.0,23.0,30.0,53.0,18.0,11.0,9.0,22.0,48.0
2017.0,Miles Plumlee,28.0,211.0,112.0,Indiana,Fort Wayne,Duke University,CHO,C,12500000.0,13.0,0.0,31.0,174.0,9.0,0.16699999999999998,0.1,0.2,0.3,0.0,14.0,24.0,0.0,0.0,14.0,24.0,3.0,4.0,15.0,27.0,42.0,3.0,7.0,4.0,8.0,25.0
2017.0,Austin Rivers,24.0,193.0,90.0,California,Santa Monica,Duke University,LAC,SG,11825000.0,74.0,29.0,889.0,2054.0,11.4,0.261,1.2,1.3,2.5,0.2,323.0,731.0,111.0,299.0,212.0,432.0,132.0,191.0,20.0,141.0,161.0,204.0,48.0,10.0,115.0,187.0
2017.0,Brian Roberts,31.0,185.0,78.0,Ohio,Toledo,University of Dayton,CHO,PG,1050961.0,41.0,2.0,142.0,416.0,9.8,0.32,0.0,0.3,0.2,-0.4,46.0,122.0,17.0,44.0,29.0,78.0,33.0,39.0,5.0,34.0,39.0,52.0,9.0,1.0,26.0,18.0
2017.0,Thomas Robinson,25.0,208.0,107.0,District of Columbia,Washington,University of Kansas,LAL,PF,1757429.0,48.0,1.0,241.0,560.0,17.3,0.337,0.3,0.6,0.9,0.0,105.0,196.0,0.0,1.0,105.0,195.0,31.0,66.0,84.0,139.0,223.0,31.0,26.0,9.0,46.0,76.0
2017.0,Terrence Ross,25.0,201.0,93.0,Oregon,Portland,University of Washington,TOT,SF,10500000.0,78.0,24.0,858.0,1955.0,13.4,0.10300000000000001,1.5,2.0,3.5,0.9,326.0,746.0,142.0,391.0,184.0,355.0,64.0,77.0,18.0,189.0,207.0,88.0,88.0,33.0,68.0,143.0
2017.0,Terrence Ross,25.0,201.0,93.0,Oregon,Portland,University of Washington,TOR,SF,10500000.0,54.0,0.0,559.0,1207.0,14.9,0.10400000000000001,1.6,1.4,2.9,0.7,211.0,479.0,96.0,256.0,115.0,223.0,41.0,50.0,14.0,125.0,139.0,45.0,54.0,20.0,33.0,82.0
2017.0,Terrence Ross,25.0,201.0,93.0,Oregon,Portland,University of Washington,ORL,SF,10500000.0,24.0,24.0,299.0,748.0,11.1,0.10099999999999999,0.0,0.6,0.6,0.1,115.0,267.0,46.0,135.0,69.0,132.0,23.0,27.0,4.0,64.0,68.0,43.0,34.0,13.0,35.0,61.0
2017.0,Mike Scott,28.0,203.0,107.0,Virginia,Chesapeake,University of Virginia,ATL,PF,1709538.0,18.0,0.0,45.0,195.0,5.9,0.136,-0.3,0.2,-0.1,-0.2,17.0,59.0,4.0,27.0,13.0,32.0,7.0,8.0,10.0,27.0,37.0,17.0,4.0,3.0,8.0,12.0
2017.0,Kyle Singler,28.0,203.0,103.0,Oregon,Medford,Duke University,OKC,SF,4666500.0,32.0,2.0,88.0,385.0,5.9,0.205,0.0,0.3,0.3,-0.4,34.0,83.0,7.0,37.0,27.0,46.0,13.0,17.0,8.0,40.0,48.0,9.0,7.0,5.0,11.0,29.0
2017.0,Mirza Teletovic,31.0,206.0,109.0,Bosnia and Herzegovina,Mostar,Unknown,MIL,PF,10500000.0,70.0,2.0,451.0,1133.0,8.8,0.10800000000000001,-0.1,0.7,0.6,-0.8,156.0,418.0,104.0,305.0,52.0,113.0,35.0,45.0,11.0,151.0,162.0,48.0,12.0,13.0,37.0,109.0
2017.0,Jonas Valanciunas,24.0,213.0,120.0,Lithuania,Utena,Unknown,TOR,C,15460675.0,80.0,80.0,959.0,2066.0,20.1,0.309,4.9,3.0,7.9,0.7,391.0,702.0,1.0,2.0,390.0,700.0,176.0,217.0,226.0,533.0,759.0,57.0,37.0,63.0,106.0,216.0
2017.0,Dion Waiters,25.0,193.0,102.0,Pennsylvania,Philadelphia,Syracuse University,MIA,SG,11000000.0,46.0,43.0,729.0,1384.0,14.5,0.192,0.2,1.5,1.6,0.4,281.0,663.0,85.0,215.0,196.0,448.0,82.0,127.0,18.0,136.0,154.0,200.0,41.0,20.0,103.0,95.0
2017.0,Tyler Zeller,27.0,213.0,114.0,California,Visalia,University of North Carolina,BOS,C,1709538.0,51.0,5.0,178.0,525.0,13.0,0.247,0.5,0.6,1.0,-0.1,78.0,158.0,0.0,1.0,78.0,157.0,22.0,39.0,43.0,81.0,124.0,42.0,7.0,21.0,20.0,61.0
2017.0,Steven Adams,23.0,213.0,115.0,New Zealand,Rotorua,University of Pittsburgh,OKC,C,22471910.0,80.0,80.0,905.0,2389.0,16.5,0.392,3.3,3.1,6.4,1.5,374.0,655.0,0.0,1.0,374.0,654.0,157.0,257.0,282.0,333.0,615.0,86.0,88.0,78.0,146.0,195.0
2017.0,Giannis Antetokounmpo,22.0,211.0,100.0,Greece,Athens,Unknown,MIL,SF,22471910.0,80.0,80.0,1832.0,2845.0,26.1,0.486,7.9,4.5,12.4,6.9,656.0,1259.0,49.0,180.0,607.0,1079.0,471.0,612.0,142.0,558.0,700.0,434.0,131.0,151.0,234.0,246.0
2017.0,Anthony Bennett,23.0,203.0,111.0,Canada,Toronto,"University of Nevada, Las Vegas",BRK,PF,1577230.0,23.0,1.0,115.0,264.0,14.7,0.391,0.3,0.2,0.5,-0.1,38.0,92.0,13.0,48.0,25.0,44.0,26.0,36.0,25.0,53.0,78.0,12.0,5.0,3.0,12.0,18.0
2017.0,Reggie Bullock,25.0,201.0,92.0,Maryland,Baltimore,University of North Carolina,DET,SF,2500000.0,31.0,5.0,141.0,467.0,11.7,0.055,0.4,0.5,1.0,0.2,54.0,128.0,28.0,73.0,26.0,55.0,5.0,7.0,13.0,51.0,64.0,29.0,18.0,3.0,10.0,22.0
2017.0,Trey Burke,24.0,185.0,86.0,Ohio,Columbus,University of Michigan,WAS,PG,784160.0,57.0,0.0,285.0,703.0,10.8,0.114,0.3,0.3,0.5,-0.7,116.0,255.0,31.0,70.0,85.0,185.0,22.0,29.0,7.0,40.0,47.0,100.0,11.0,5.0,48.0,54.0
2017.0,Kentavious Caldwell-Pope,23.0,196.0,92.0,Georgia,Thomaston,University of Georgia,DET,SG,17745894.0,76.0,75.0,1047.0,2529.0,12.8,0.19899999999999998,2.0,2.5,4.5,1.9,370.0,928.0,153.0,437.0,217.0,491.0,154.0,185.0,55.0,193.0,248.0,193.0,89.0,12.0,86.0,118.0
2017.0,Isaiah Canaan,25.0,183.0,91.0,Mississippi,Biloxi,Murray State University,CHI,SG,1069308.0,39.0,0.0,181.0,592.0,8.1,0.191,0.0,0.5,0.5,-0.2,63.0,173.0,25.0,94.0,38.0,79.0,30.0,33.0,6.0,43.0,49.0,37.0,22.0,1.0,20.0,35.0
2017.0,Michael Carter-Williams,25.0,198.0,86.0,Massachusetts,Hamilton,Syracuse University,CHI,PG,2700000.0,45.0,19.0,297.0,846.0,9.9,0.252,-1.0,1.3,0.2,-0.1,112.0,306.0,15.0,64.0,97.0,242.0,58.0,77.0,24.0,128.0,152.0,113.0,38.0,23.0,66.0,102.0
2017.0,Ian Clark,25.0,190.0,79.0,Tennessee,Memphis,Belmont University,GSW,SG,1577230.0,77.0,0.0,527.0,1137.0,13.1,0.134,1.0,1.3,2.3,0.0,211.0,433.0,61.0,163.0,150.0,270.0,44.0,58.0,22.0,100.0,122.0,90.0,39.0,8.0,55.0,77.0
2017.0,Robert Covington,26.0,206.0,97.0,Illinois,Bellwood,Tennessee State University,PHI,SF,16698103.0,67.0,67.0,864.0,2119.0,13.2,0.23800000000000002,0.0,3.2,3.1,1.8,292.0,732.0,137.0,412.0,155.0,320.0,143.0,174.0,92.0,344.0,436.0,102.0,127.0,69.0,131.0,203.0
2017.0,Allen Crabbe,24.0,198.0,95.0,California,Los Angeles,University of California,POR,SG,19332500.0,79.0,7.0,845.0,2254.0,11.6,0.192,3.1,1.0,4.1,0.5,303.0,647.0,134.0,302.0,169.0,345.0,105.0,124.0,19.0,206.0,225.0,93.0,54.0,20.0,62.0,171.0
2017.0,Seth Curry,26.0,188.0,83.0,North Carolina,Charlotte,Duke University,DAL,PG,3028410.0,70.0,42.0,898.0,2029.0,15.5,0.142,2.9,1.7,4.6,1.7,338.0,703.0,137.0,322.0,201.0,381.0,85.0,100.0,25.0,153.0,178.0,188.0,79.0,7.0,92.0,126.0
2017.0,Troy Daniels,25.0,193.0,92.0,Virginia,Roanoke,Virginia Commonwealth University,MEM,SG,3408520.0,67.0,3.0,551.0,1183.0,10.4,0.109,0.5,0.8,1.3,-0.3,185.0,495.0,138.0,355.0,47.0,140.0,43.0,54.0,21.0,79.0,100.0,46.0,21.0,4.0,45.0,90.0
2017.0,Dewayne Dedmon,27.0,213.0,111.0,California,Lancaster,University of Southern California,SAS,C,6000000.0,76.0,37.0,387.0,1330.0,16.0,0.359,2.2,3.0,5.2,1.2,161.0,259.0,0.0,0.0,161.0,259.0,65.0,93.0,129.0,366.0,495.0,44.0,37.0,61.0,61.0,180.0
2017.0,Matthew Dellavedova,26.0,193.0,89.0,Australia,Maryborough,Saint Mary's College of California,MIL,PG,9607500.0,76.0,54.0,577.0,1986.0,9.4,0.18,0.3,0.9,1.2,-1.4,208.0,534.0,79.0,215.0,129.0,319.0,82.0,96.0,24.0,123.0,147.0,357.0,53.0,0.0,133.0,153.0
2017.0,Gorgui Dieng,27.0,211.0,109.0,Senegal,Kebemer,University of Louisville,MIN,PF,14112360.0,82.0,82.0,816.0,2653.0,14.2,0.253,3.2,2.5,5.7,2.5,332.0,661.0,16.0,43.0,316.0,618.0,136.0,167.0,188.0,459.0,647.0,158.0,88.0,95.0,107.0,254.0
2017.0,Rudy Gobert,24.0,216.0,111.0,France,Saint-Quentin,Unknown,UTA,C,21974719.0,81.0,81.0,1137.0,2744.0,23.3,0.763,8.3,6.0,14.3,5.4,413.0,624.0,0.0,1.0,413.0,623.0,311.0,476.0,314.0,721.0,1035.0,97.0,49.0,214.0,148.0,246.0
2017.0,Justin Hamilton,26.0,213.0,117.0,California,Newport Beach,Louisiana State University,BRK,C,1000000.0,64.0,7.0,442.0,1177.0,13.6,0.13699999999999998,1.0,1.0,2.1,0.4,174.0,379.0,55.0,181.0,119.0,198.0,39.0,52.0,71.0,191.0,262.0,55.0,29.0,43.0,43.0,91.0
2017.0,Solomon Hill,25.0,201.0,102.0,California,Los Angeles,University of Arizona,NOP,SF,12236535.0,80.0,71.0,563.0,2374.0,8.0,0.268,0.4,2.3,2.7,1.0,183.0,477.0,94.0,270.0,89.0,207.0,103.0,128.0,51.0,256.0,307.0,141.0,71.0,32.0,82.0,182.0
2017.0,Alex Len,23.0,216.0,117.0,Ukraine,Antratsit,University of Maryland,PHO,C,4187599.0,77.0,34.0,613.0,1560.0,15.0,0.449,1.2,1.7,3.0,0.1,230.0,463.0,3.0,12.0,227.0,451.0,150.0,208.0,156.0,354.0,510.0,44.0,37.0,98.0,102.0,242.0
2017.0,C.J. McCollum,25.0,190.0,86.0,Unknown,Unknown,Unknown,POR,SG,23962573.0,80.0,80.0,1837.0,2796.0,19.9,0.204,6.2,1.4,7.6,2.1,692.0,1441.0,185.0,440.0,507.0,1001.0,268.0,294.0,60.0,231.0,291.0,285.0,72.0,42.0,172.0,202.0
2017.0,Ben McLemore,23.0,196.0,88.0,Missouri,St. Louis,University of Kansas,SAC,SG,5200000.0,61.0,26.0,495.0,1176.0,9.8,0.222,-0.1,0.5,0.4,-0.8,180.0,419.0,65.0,170.0,115.0,249.0,70.0,93.0,19.0,111.0,130.0,51.0,29.0,6.0,62.0,108.0
2017.0,Shabazz Muhammad,24.0,198.0,101.0,California,Los Angeles,"University of California, Los Angeles",MIN,SF,1577230.0,78.0,1.0,772.0,1516.0,14.9,0.318,2.5,0.2,2.7,-0.9,288.0,598.0,49.0,146.0,239.0,452.0,147.0,190.0,84.0,136.0,220.0,35.0,22.0,6.0,56.0,86.0
2017.0,Mike Muscala,25.0,211.0,108.0,Minnesota,St. Louis Park,Bucknell University,ATL,C,5000000.0,70.0,3.0,435.0,1237.0,14.4,0.19,1.8,1.6,3.4,1.0,170.0,337.0,46.0,110.0,124.0,227.0,49.0,64.0,76.0,164.0,240.0,95.0,30.0,41.0,55.0,97.0
2017.0,Victor Oladipo,24.0,193.0,95.0,Maryland,Silver Spring,Indiana University,OKC,SG,21000000.0,67.0,67.0,1067.0,2222.0,13.6,0.165,1.7,2.3,4.0,0.4,412.0,932.0,127.0,352.0,285.0,580.0,116.0,154.0,39.0,252.0,291.0,176.0,78.0,21.0,119.0,155.0
2017.0,Kelly Olynyk,25.0,213.0,107.0,Canada,Toronto,Gonzaga University,BOS,C,10607169.0,75.0,6.0,678.0,1538.0,15.2,0.242,2.2,1.9,4.1,1.0,260.0,508.0,68.0,192.0,192.0,316.0,90.0,123.0,72.0,288.0,360.0,148.0,43.0,29.0,96.0,207.0
2017.0,Mason Plumlee,26.0,211.0,111.0,Indiana,Fort Wayne,Duke University,TOT,C,14041096.0,81.0,64.0,842.0,2148.0,18.1,0.48200000000000004,3.6,2.5,6.0,2.5,334.0,623.0,0.0,6.0,334.0,617.0,174.0,300.0,170.0,436.0,606.0,284.0,69.0,92.0,135.0,226.0
2017.0,Mason Plumlee,26.0,211.0,111.0,Indiana,Fort Wayne,Duke University,POR,C,14041096.0,54.0,54.0,597.0,1516.0,18.9,0.507,2.8,1.8,4.6,1.9,235.0,442.0,0.0,5.0,235.0,437.0,127.0,224.0,120.0,313.0,433.0,214.0,50.0,63.0,89.0,149.0
2017.0,Mason Plumlee,26.0,211.0,111.0,Indiana,Fort Wayne,Duke University,DEN,C,14041096.0,27.0,10.0,245.0,632.0,16.3,0.42,0.8,0.6,1.4,0.6,99.0,181.0,0.0,1.0,99.0,180.0,47.0,76.0,50.0,123.0,173.0,70.0,19.0,29.0,46.0,77.0
2017.0,Otto Porter,23.0,203.0,89.0,Missouri,St. Louis,Georgetown University,WAS,SF,24773250.0,80.0,80.0,1075.0,2605.0,17.3,0.14800000000000002,6.5,2.9,9.4,3.9,414.0,803.0,148.0,341.0,266.0,462.0,99.0,119.0,118.0,397.0,515.0,121.0,116.0,41.0,43.0,193.0
2017.0,Andre Roberson,25.0,196.0,83.0,Tennessee,Chattanooga,Oral Roberts University,OKC,SF,9259259.0,79.0,79.0,522.0,2376.0,9.6,0.24,1.1,3.1,4.2,1.2,215.0,463.0,45.0,184.0,170.0,279.0,47.0,111.0,98.0,304.0,402.0,79.0,94.0,79.0,51.0,204.0
2017.0,Dennis Schroder,23.0,185.0,78.0,Germany,Braunschweig,Unknown,ATL,PG,15500000.0,79.0,78.0,1414.0,2485.0,16.1,0.21,1.2,2.5,3.7,0.8,548.0,1215.0,100.0,294.0,448.0,921.0,218.0,255.0,42.0,206.0,248.0,499.0,74.0,16.0,258.0,149.0
2017.0,Tony Snell,25.0,201.0,90.0,California,Riverside,University of New Mexico,MIL,SG,9821429.0,80.0,80.0,683.0,2336.0,9.7,0.107,2.1,1.3,3.4,0.7,246.0,541.0,144.0,355.0,102.0,186.0,47.0,58.0,22.0,226.0,248.0,96.0,54.0,14.0,55.0,125.0
2017.0,Hollis Thompson,25.0,203.0,93.0,California,Pasadena,Georgetown University,TOT,SG,1015696.0,40.0,9.0,205.0,752.0,7.9,0.145,0.1,0.6,0.7,-0.2,77.0,200.0,32.0,95.0,45.0,105.0,19.0,29.0,19.0,92.0,111.0,35.0,20.0,6.0,11.0,69.0
